movie_title,imdb_score,duration,color,title_year,Genre_1,language,country,gross,budget,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,movie_facebook_likes,ProfitTurnover,AdjustedGross,AdjustedBudget,Language,Country,TotalFacebooklikes,TitleLength,Generation
Hulk ,5.7,138,Color,2003,Action,English,USA,132122995,137000000,0,258,820,300,0,-0.03559857664233577,132.122995,137,English,USA,1378,5,Boomletes
G.I. Joe: Retaliation ,5.8,122,Color,2013,Action,English,USA,122512052,130000000,209,934,17000,12000,42000,-0.0575996,122.512052,130,English,USA,72143,22,Boomletes
Sahara ,6,124,Color,2005,Action,English,UK,68642452,130000000,42,848,11000,973,0,-0.47198113846153844,68.642452,130,English,Non-US,12863,7,Boomletes
Final Fantasy: The Spirits Within ,6.4,106,Color,2001,Action,English,USA,32131830,137000000,6,422,12000,2000,0,-0.765461094890511,32.13183,137,English,USA,14428,34,Boomletes
Captain America: The First Avenger ,6.9,124,Color,2011,Action,English,USA,176636816,140000000,394,2000,11000,3000,46000,0.26169154285714286,176.636816,140,English,USA,62394,35,Boomletes
The World Is Not Enough ,6.4,128,Color,1999,Action,English,UK,126930660,135000000,150,244,766,536,2000,-0.05977288888888889,126.93066,135,English,Non-US,3696,24,Millenium
Master and Commander: The Far Side of the World ,7.4,138,Color,2003,Action,English,USA,93926386,150000000,608,168,613,172,0,-0.37382409333333333,93.926386,150,English,USA,1561,48,Boomletes
The Twilight Saga: Breaking Dawn - Part 2 ,5.5,115,Color,2012,Adventure,English,USA,292298923,120000000,386,12000,21000,17000,65000,1.4358243583333334,292.298923,120,English,USA,115386,42,Boomletes
Happy Feet 2 ,5.9,100,Color,2011,Animation,English,Australia,63992328,135000000,750,988,49000,11000,0,-0.5259827555555555,63.992328,135,English,Non-US,61738,13,Boomletes
The Incredible Hulk ,6.8,135,Color,2008,Action,English,USA,134518390,150000000,255,882,3000,1000,0,-0.10321073333333333,134.51839,150,English,USA,5137,20,Boomletes
The BFG ,6.8,117,Color,2016,Adventure,English,UK,52792307,140000000,14000,358,535,400,27000,-0.6229120928571429,52.792307,140,English,Non-US,42293,8,Boomletes
The Revenant ,8.1,156,Color,2015,Adventure,English,USA,183635922,135000000,0,733,29000,27000,190000,0.3602660888888889,183.635922,135,English,USA,246733,13,Boomletes
Turbo ,6.5,96,Color,2013,Adventure,English,USA,83024900,135000000,13,463,16000,881,13000,-0.38500074074074075,83.0249,135,English,USA,30357,6,Boomletes
Rango ,7.2,107,Color,2011,Adventure,English,USA,123207194,135000000,563,939,40000,1000,26000,-0.08735411851851851,123.207194,135,English,USA,68502,6,Boomletes
Penguins of Madagascar ,6.7,92,Color,2014,Adventure,English,USA,83348920,132000000,35,179,19000,411,11000,-0.3685687878787879,83.34892,132,English,USA,30625,23,Boomletes
The Bourne Ultimatum ,8.1,115,Color,2007,Action,English,USA,227137090,110000000,521,883,13000,897,0,1.0648826363636363,227.13709,110,English,USA,15301,21,Boomletes
Kung Fu Panda ,7.6,92,Color,2008,Action,English,USA,215395021,130000000,54,562,11000,967,6000,0.6568847769230769,215.395021,130,English,USA,18583,14,Boomletes
Ant-Man ,7.4,117,Color,2015,Action,English,USA,180191634,130000000,235,680,2000,2000,61000,0.3860894923076923,180.191634,130,English,USA,65915,8,Boomletes
The Hunger Games: Catching Fire ,7.6,146,Color,2013,Adventure,English,USA,424645577,130000000,508,523,34000,14000,82000,2.2665044384615385,424.645577,130,English,USA,131031,32,Boomletes
The Twilight Saga: Breaking Dawn - Part 2 ,5.5,115,Color,2012,Adventure,English,USA,292298923,120000000,386,12000,21000,17000,65000,1.4358243583333334,292.298923,120,English,USA,115386,42,Boomletes
Home ,6.7,94,Color,2015,Adventure,English,USA,177343675,135000000,12,183,17000,523,26000,0.3136568518518518,177.343675,135,English,USA,43718,5,Boomletes
War of the Worlds ,6.5,116,Color,2005,Adventure,English,USA,234277056,132000000,14000,807,10000,1000,0,0.7748261818181819,234.277056,132,English,USA,25807,18,Boomletes
Bad Boys II ,6.6,147,Color,2003,Action,English,USA,138396624,130000000,0,877,10000,898,0,0.06458941538461538,138.396624,130,English,USA,11775,12,Boomletes
Puss in Boots ,6.7,90,Color,2011,Action,English,USA,149234747,130000000,50,397,4000,442,16000,0.14795959230769232,149.234747,130,English,USA,20889,14,Boomletes
Salt ,6.4,101,Color,2010,Action,English,USA,118311368,110000000,176,282,11000,702,23000,0.0755578909090909,118.311368,110,English,USA,35160,5,Boomletes
Noah ,5.8,138,Color,2014,Action,English,USA,101160529,125000000,0,8000,12000,9000,71000,-0.190715768,101.160529,125,English,USA,100000,5,Boomletes
The Adventures of Tintin ,7.4,107,Color,2011,Action,English,USA,77564037,135000000,14000,845,2000,871,44000,-0.42545157777777776,77.564037,135,English,USA,61716,25,Boomletes
Harry Potter and the Prisoner of Azkaban ,7.8,142,Color,2004,Adventure,English,UK,249358727,130000000,0,10000,11000,10000,11000,0.9181440538461538,249.358727,130,English,Non-US,42000,41,Boomletes
Australia ,6.6,165,Color,2008,Adventure,English,Australia,49551662,130000000,1000,165,309,284,0,-0.6188333692307693,49.551662,130,English,Non-US,1758,10,Boomletes
After Earth ,4.9,100,Color,2013,Action,English,USA,60522097,130000000,0,894,10000,943,37000,-0.5344454076923076,60.522097,130,English,USA,48837,12,Boomletes
Dinosaur ,6.5,82,Color,2000,Adventure,English,USA,137748063,127500000,0,388,1000,558,0,0.08037696470588235,137.748063,127.5,English,USA,1946,9,Millenium
Night at the Museum: Secret of the Tomb ,6.2,98,Color,2014,Adventure,English,USA,113733726,127000000,189,1000,49000,3000,11000,-0.10445885039370079,113.733726,127,English,USA,64189,40,Boomletes
Megamind ,7.3,95,Color,2010,Action,English,USA,148337537,130000000,96,8000,24000,11000,13000,0.14105797692307692,148.337537,130,English,USA,56096,9,Boomletes
Harry Potter and the Sorcerer's Stone ,7.5,159,Color,2001,Adventure,English,UK,317557891,125000000,0,645,11000,687,16000,1.540463128,317.557891,125,English,Non-US,28332,38,Boomletes
R.I.P.D. ,5.6,96,Color,2013,Action,English,USA,33592415,130000000,124,1000,16000,12000,20000,-0.7415968076923077,33.592415,130,English,USA,49124,9,Boomletes
Pirates of the Caribbean: The Curse of the Black Pearl ,8.1,143,Color,2003,Action,English,USA,305388685,140000000,563,1000,40000,5000,10000,1.18134775,305.388685,140,English,USA,56563,55,Boomletes
The Hunger Games: Mockingjay - Part 1 ,6.7,123,Color,2014,Adventure,English,USA,337103873,125000000,508,14000,34000,22000,52000,1.696830984,337.103873,125,English,USA,122508,38,Boomletes
The Da Vinci Code ,6.6,174,Color,2006,Mystery,English,USA,217536138,125000000,2000,362,15000,574,0,0.740289104,217.536138,125,English,USA,17936,18,Boomletes
Rio 2 ,6.4,101,Color,2014,Adventure,English,USA,131536019,103000000,107,56,688,237,0,0.2770487281553398,131.536019,103,English,USA,1088,6,Boomletes
X-Men 2 ,7.5,134,Color,2003,Action,English,Canada,214948780,110000000,0,346,20000,505,0,0.9540798181818182,214.94878,110,English,Non-US,20851,8,Boomletes
Fast Five ,7.3,132,Color,2011,Action,English,USA,209805005,125000000,681,12000,23000,14000,54000,0.67844004,209.805005,125,English,USA,103681,10,Boomletes
Sherlock Holmes: A Game of Shadows ,7.5,129,Color,2011,Action,English,USA,186830669,125000000,0,154,21000,979,39000,0.494645352,186.830669,125,English,USA,61133,35,Boomletes
Clash of the Titans ,5.8,106,Color,2010,Action,English,USA,163192114,125000000,255,850,14000,1000,15000,0.305536912,163.192114,125,English,USA,31105,20,Boomletes
Total Recall ,7.5,113,Color,1990,Action,English,USA,119412921,65000000,719,217,605,308,0,0.8371218615384616,119.412921,65,English,USA,1849,13,Millenium
The 13th Warrior ,6.6,102,Color,1999,Action,English,USA,32694788,85000000,323,241,845,372,0,-0.6153554352941176,32.694788,85,English,USA,1781,17,Millenium
The Bourne Legacy ,6.7,135,Color,2012,Action,English,USA,113165635,125000000,209,602,10000,826,31000,-0.09467492,113.165635,125,English,USA,42637,18,Boomletes
Batman & Robin ,3.7,125,Color,1997,Action,English,USA,107285004,125000000,541,409,920,890,0,-0.141719968,107.285004,125,English,USA,2760,15,Millenium
How the Grinch Stole Christmas ,6,110,Color,2000,Comedy,English,USA,260031035,123000000,2000,636,1000,722,0,1.1140734552845528,260.031035,123,English,USA,4358,31,Millenium
The Day After Tomorrow ,6.4,124,Color,2004,Action,English,USA,186739919,125000000,776,812,15000,2000,19000,0.493919352,186.739919,125,English,USA,37588,23,Boomletes
Mission: Impossible II ,6.1,123,Color,2000,Action,English,USA,215397307,125000000,610,653,10000,794,0,0.723178456,215.397307,125,English,USA,12057,23,Millenium
The Perfect Storm ,6.4,130,Color,2000,Action,English,USA,182618434,140000000,249,461,784,638,0,0.3044173857142857,182.618434,140,English,USA,2132,18,Millenium
Fantastic 4: Rise of the Silver Surfer ,5.6,92,Color,2007,Action,English,USA,131920333,130000000,167,702,11000,2000,0,0.014771792307692308,131.920333,130,English,USA,13869,39,Boomletes
Life of Pi ,8,127,Color,2012,Adventure,English,USA,124976634,120000000,0,341,774,358,122000,0.04147195,124.976634,120,English,USA,123473,11,Boomletes
Ghost Rider ,5.2,123,Color,2007,Action,English,USA,115802596,110000000,160,402,12000,701,0,0.052750872727272725,115.802596,110,English,USA,13263,12,Boomletes
Jason Bourne ,7.1,123,Color,2016,Action,English,UK,108521835,120000000,521,265,13000,365,31000,-0.095651375,108.521835,120,English,Non-US,45151,13,Boomletes
Charlie's Angels: Full Throttle ,4.8,107,Color,2003,Action,English,USA,100685880,120000000,368,1000,2000,1000,0,-0.160951,100.68588,120,English,USA,4368,32,Boomletes
Prometheus ,7,124,Color,2012,Adventure,English,USA,126464904,130000000,0,641,13000,9000,97000,-0.027193046153846153,126.464904,130,English,USA,119641,11,Boomletes
Stuart Little 2 ,5.4,77,Color,2002,Adventure,English,USA,64736114,120000000,50,537,886,799,459,-0.46053238333333335,64.736114,120,English,USA,2731,16,Boomletes
Elysium ,6.6,109,Color,2013,Action,English,USA,93050117,115000000,662,1000,13000,2000,61000,-0.19086854782608695,93.050117,115,English,USA,77662,8,Boomletes
The Chronicles of Riddick ,6.7,134,Color,2004,Action,English,USA,57637485,105000000,123,567,14000,850,0,-0.4510715714285714,57.637485,105,English,USA,15540,26,Boomletes
RoboCop ,6.2,117,Color,2014,Action,English,USA,58607007,100000000,294,1000,10000,2000,60000,-0.41392993,58.607007,100,English,USA,73294,8,Boomletes
Speed Racer ,6.1,135,Color,2008,Action,English,USA,43929341,120000000,0,87,690,107,0,-0.6339221583333333,43.929341,120,English,USA,884,12,Boomletes
How Do You Know ,5.3,121,Color,2010,Comedy,English,USA,30212620,120000000,274,157,273,216,0,-0.7482281666666667,30.21262,120,English,USA,920,16,Boomletes
Knight and Day ,6.3,117,Color,2010,Action,English,USA,76418654,117000000,446,877,10000,973,11000,-0.3468491111111111,76.418654,117,English,USA,23296,15,Boomletes
Oblivion ,7,124,Color,2013,Action,English,USA,89021735,120000000,364,1000,11000,10000,71000,-0.25815220833333336,89.021735,120,English,USA,93364,9,Boomletes
Star Wars: Episode III - Revenge of the Sith ,7.6,140,Color,2005,Action,English,USA,380262555,113000000,0,4000,20000,16000,10000,2.365155353982301,380.262555,113,English,USA,50000,45,Boomletes
Star Wars: Episode II - Attack of the Clones ,6.7,142,Color,2002,Action,English,USA,310675583,115000000,0,4000,20000,16000,0,1.701526808695652,310.675583,115,English,USA,40000,45,Boomletes
"Monsters, Inc. ",8.1,92,Color,2001,Adventure,English,USA,289907418,115000000,0,773,12000,1000,0,1.5209340695652174,289.907418,115,English,USA,13773,15,Boomletes
The Wolverine ,6.7,138,Color,2013,Action,English,USA,132550960,120000000,446,929,20000,992,68000,0.10459133333333333,132.55096,120,English,USA,90367,14,Boomletes
Star Wars: Episode I - The Phantom Menace ,6.5,136,Color,1999,Action,English,USA,474544677,115000000,0,1000,20000,14000,13000,3.126475452173913,474.544677,115,English,USA,48000,42,Millenium
The Croods ,7.3,98,Color,2013,Adventure,English,USA,187165546,135000000,16,12000,16000,15000,28000,0.38641145185185183,187.165546,135,English,USA,71016,11,Boomletes
Windtalkers ,6,153,Color,2002,Action,English,USA,40911830,115000000,610,617,12000,836,0,-0.6442449565217391,40.91183,115,English,USA,14063,12,Boomletes
The Huntsman: Winter's War ,6.1,120,Color,2016,Action,English,USA,47952020,115000000,19,9000,26000,11000,16000,-0.5830259130434783,47.95202,115,English,USA,62019,27,Boomletes
Teenage Mutant Ninja Turtles ,5.9,101,Color,2014,Action,English,USA,190871240,125000000,473,429,833,809,62000,0.52696992,190.87124,125,English,USA,64544,29,Boomletes
Gravity ,7.8,91,Color,2013,Adventure,English,UK,274084951,100000000,0,13,39,23,147000,1.74084951,274.084951,100,English,Non-US,147075,8,Boomletes
Dante's Peak ,5.8,108,Color,1997,Action,English,USA,67155742,116000000,79,268,650,293,0,-0.42107118965517243,67.155742,116,English,USA,1290,13,Millenium
Teenage Mutant Ninja Turtles: Out of the Shadows ,6.3,112,Color,2016,Action,English,USA,81638674,135000000,13,799,5000,833,12000,-0.3952690814814815,81.638674,135,English,USA,18645,49,Boomletes
Fantastic Four ,4.3,100,Color,2015,Action,English,USA,56114221,120000000,128,78,596,360,41000,-0.5323814916666667,56.114221,120,English,USA,42162,15,Boomletes
Night at the Museum ,6.4,108,Color,2006,Action,English,USA,250863268,110000000,189,1000,49000,3000,3000,1.2805751636363636,250.863268,110,English,USA,56189,20,Boomletes
San Andreas ,6.1,114,Color,2015,Action,English,USA,155181732,110000000,62,884,12000,2000,52000,0.4107430181818182,155.181732,110,English,USA,66946,12,Boomletes
Tomorrow Never Dies ,6.5,119,Color,1997,Action,English,UK,125332007,110000000,55,387,811,766,0,0.1393818818181818,125.332007,110,English,Non-US,2019,20,Millenium
The Patriot ,7.1,142,Color,2000,Action,English,USA,113330342,110000000,776,1000,13000,2000,4000,0.030275836363636364,113.330342,110,English,USA,20776,12,Millenium
Ocean's Twelve ,6.4,125,Color,2004,Crime,English,USA,125531634,110000000,0,350,11000,8000,0,0.14119667272727274,125.531634,110,English,USA,19350,15,Boomletes
Mr. & Mrs. Smith ,6.5,126,Color,2005,Action,English,USA,186336103,120000000,218,322,11000,11000,0,0.5528008583333334,186.336103,120,English,USA,22540,17,Boomletes
Insurgent ,6.3,119,Color,2015,Adventure,English,USA,129995817,110000000,124,1000,14000,5000,27000,0.18178015454545454,129.995817,110,English,USA,47124,10,Boomletes
The Aviator ,7.5,170,Black and White,2004,Biography,English,USA,102608827,110000000,17000,827,29000,3000,0,-0.06719248181818181,102.608827,110,English,USA,49827,12,Boomletes
Gulliver's Travels ,4.9,85,Color,2010,Adventure,English,USA,42776259,112000000,11,116,480,392,0,-0.6180691160714286,42.776259,112,English,USA,999,19,Boomletes
The Green Hornet ,5.8,119,Color,2011,Action,English,USA,98780042,120000000,1000,741,11000,1000,14000,-0.17683298333333333,98.780042,120,English,USA,27741,17,Boomletes
300: Rise of an Empire ,6.2,102,Color,2014,Action,English,USA,106369117,110000000,263,1000,6000,1000,71000,-0.033008027272727274,106.369117,110,English,USA,79263,23,Boomletes
The Smurfs ,5.5,103,Color,2011,Adventure,English,USA,142614158,110000000,67,111,383,113,31000,0.29649234545454545,142.614158,110,English,USA,31674,11,Boomletes
Home on the Range ,5.4,76,Color,2004,Animation,English,USA,50026353,110000000,6,421,12000,513,304,-0.5452149727272727,50.026353,110,English,USA,13244,18,Boomletes
Allegiant ,5.8,120,Color,2016,Action,English,USA,66002193,110000000,124,943,6000,5000,12000,-0.3999800636363636,66.002193,110,English,USA,24067,10,Boomletes
Real Steel ,7.1,127,Color,2011,Action,English,USA,85463309,110000000,189,544,20000,929,36000,-0.22306082727272727,85.463309,110,English,USA,57662,11,Boomletes
The Smurfs 2 ,5.4,105,Color,2013,Adventure,English,USA,71017784,105000000,67,40,681,71,0,-0.3236401523809524,71.017784,105,English,USA,859,13,Boomletes
Speed 2: Cruise Control ,3.7,121,Color,1997,Action,English,USA,48068396,160000000,101,202,673,368,894,-0.699572525,48.068396,160,English,USA,2238,24,Millenium
Ender's Game ,6.7,114,Color,2013,Action,English,USA,61656849,110000000,151,430,11000,635,123000,-0.4394831909090909,61.656849,110,English,USA,135216,13,Boomletes
Live Free or Die Hard ,7.2,129,Color,2007,Action,English,USA,134520804,110000000,235,297,13000,300,0,0.2229164,134.520804,110,English,USA,13832,22,Boomletes
The Lord of the Rings: The Fellowship of the Ring ,8.8,171,Color,2001,Action,English,New Zealand,313837577,93000000,0,857,16000,5000,21000,2.3745976021505375,313.837577,93,English,Non-US,42857,50,Boomletes
Around the World in 80 Days ,5.8,120,Color,2004,Action,English,USA,24004159,110000000,153,447,1000,1000,0,-0.7817803727272727,24.004159,110,English,USA,2600,28,Boomletes
Ali ,6.8,165,Black and White,2001,Biography,English,USA,58183966,107000000,0,780,10000,851,0,-0.45622461682242993,58.183966,107,English,USA,11631,4,Boomletes
The Cat in the Hat ,3.8,82,Color,2003,Adventure,English,USA,100446895,109000000,34,434,760,743,946,-0.07846885321100917,100.446895,109,English,USA,2917,19,Boomletes
"I, Robot ",7.1,115,Color,2004,Action,English,USA,144795350,120000000,295,466,10000,981,0,0.20662791666666666,144.79535,120,English,USA,11742,9,Boomletes
Kingdom of Heaven ,7.2,194,Color,2005,Action,English,USA,47396698,130000000,0,195,14000,5000,0,-0.6354100153846154,47.396698,130,English,USA,19195,18,Boomletes
Stuart Little ,5.9,84,Color,1999,Adventure,English,Germany,140015224,133000000,50,692,979,886,0,0.052746045112781956,140.015224,133,English,Non-US,2607,14,Millenium
The Princess and the Frog ,7.1,97,Color,2009,Animation,English,USA,104374107,105000000,63,525,852,578,5000,-0.005960885714285714,104.374107,105,English,USA,7018,26,Boomletes
The Martian ,8.1,151,Color,2015,Adventure,English,USA,228430993,108000000,0,372,13000,801,153000,1.115101787037037,228.430993,108,English,USA,167173,12,Boomletes
